epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,29287,1.11544,0.6889,1.24385,0.93515,0.87233,0.95468,0.75521,0.8883,0.60479,1.02597,0.0084655,0.0084655,0.0084655
33,30173.9,1.11457,0.68754,1.24371,0.93411,0.87299,0.95448,0.75593,0.89279,0.60727,1.02737,0.008416,0.008416,0.008416
34,31060.7,1.11276,0.68189,1.23865,0.94075,0.87229,0.9548,0.75511,0.89776,0.60914,1.02799,0.0083665,0.0083665,0.0083665
35,31947.7,1.11227,0.68396,1.23944,0.93851,0.8738,0.95424,0.7564,0.89338,0.60969,1.02516,0.008317,0.008317,0.008317
36,32833.9,1.10969,0.67941,1.23969,0.93886,0.86933,0.95343,0.75686,0.89081,0.61531,1.02419,0.0082675,0.0082675,0.0082675
37,33720,1.10707,0.67488,1.24165,0.94242,0.86721,0.95278,0.75708,0.88948,0.61899,1.02474,0.008218,0.008218,0.008218
38,34605.6,1.10655,0.67677,1.24106,0.94342,0.86196,0.9523,0.75615,0.89504,0.62554,1.02706,0.0081685,0.0081685,0.0081685
39,35492.2,1.10456,0.67648,1.24338,0.94431,0.86048,0.9515,0.75466,0.90018,0.62902,1.02924,0.008119,0.008119,0.008119
40,36379.6,1.10293,0.67246,1.23865,0.94634,0.85892,0.95166,0.75392,0.90355,0.62925,1.03074,0.0080695,0.0080695,0.0080695
41,37267.5,1.10252,0.67102,1.23809,0.94935,0.85867,0.95213,0.75343,0.90848,0.62717,1.03287,0.00802,0.00802,0.00802
42,38155.7,1.09943,0.66576,1.23095,0.94472,0.86459,0.95238,0.75398,0.9137,0.62066,1.03385,0.0079705,0.0079705,0.0079705
43,39043.3,1.09976,0.66442,1.22814,0.94582,0.8633,0.95214,0.75424,0.91288,0.61838,1.03263,0.007921,0.007921,0.007921
44,39931.5,1.09614,0.66613,1.2334,0.94692,0.86425,0.95244,0.75392,0.91385,0.61302,1.03298,0.0078715,0.0078715,0.0078715
45,40819.8,1.09433,0.66278,1.23047,0.94761,0.86462,0.95215,0.75495,0.91179,0.61301,1.03147,0.007822,0.007822,0.007822
46,41708.8,1.09438,0.65656,1.22502,0.94739,0.86196,0.9512,0.7552,0.90714,0.61754,1.02912,0.0077725,0.0077725,0.0077725
47,42597.7,1.09337,0.65664,1.22918,0.94301,0.86212,0.95018,0.75434,0.90858,0.62446,1.02968,0.007723,0.007723,0.007723
48,43486.7,1.08915,0.65422,1.22087,0.942,0.86107,0.9504,0.75313,0.91789,0.62998,1.03171,0.0076735,0.0076735,0.0076735
49,44375.9,1.09276,0.65549,1.22157,0.94122,0.8598,0.95079,0.75297,0.91836,0.62733,1.02993,0.007624,0.007624,0.007624
50,45265,1.09008,0.65346,1.2236,0.93722,0.85887,0.95002,0.7515,0.92336,0.63115,1.03106,0.0075745,0.0075745,0.0075745
51,46154.5,1.08893,0.65166,1.22453,0.93273,0.85877,0.94948,0.75151,0.92264,0.63386,1.03111,0.007525,0.007525,0.007525
52,47042.5,1.08439,0.64856,1.21949,0.93741,0.85493,0.94922,0.75231,0.9224,0.6384,1.0303,0.0074755,0.0074755,0.0074755
53,47930.5,1.0856,0.64849,1.22215,0.93433,0.85175,0.94877,0.75216,0.9218,0.63799,1.02908,0.007426,0.007426,0.007426
54,48818.5,1.08156,0.64672,1.21859,0.93682,0.84947,0.94806,0.75148,0.92234,0.63859,1.02817,0.0073765,0.0073765,0.0073765
55,49707.2,1.08013,0.64593,1.21641,0.93241,0.85239,0.94795,0.75146,0.92322,0.63995,1.0284,0.007327,0.007327,0.007327
56,50594.6,1.08059,0.64687,1.21692,0.93029,0.85016,0.94747,0.75169,0.92271,0.64435,1.02843,0.0072775,0.0072775,0.0072775
57,51474.8,1.07861,0.63993,1.21356,0.93644,0.84623,0.94726,0.75127,0.9211,0.64891,1.02739,0.007228,0.007228,0.007228
58,52350.9,1.07663,0.63831,1.2139,0.93346,0.84761,0.94705,0.75124,0.91963,0.64861,1.02643,0.0071785,0.0071785,0.0071785
59,53289.1,1.07824,0.64066,1.21827,0.93379,0.84754,0.94713,0.75037,0.92222,0.64679,1.02765,0.007129,0.007129,0.007129
