epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
32,31187.8,1.09094,0.6726,1.21777,0.84626,0.82184,0.94198,0.72622,1.05793,0.75203,1.08964,0.00423275,0.00423275,0.00423275
33,32148.1,1.08746,0.66838,1.21448,0.8455,0.81397,0.93931,0.72443,1.06497,0.77457,1.09404,0.004208,0.004208,0.004208
34,33108.7,1.08794,0.66593,1.21401,0.84715,0.79809,0.93643,0.72181,1.07218,0.79986,1.09901,0.00418325,0.00418325,0.00418325
35,34070.8,1.0821,0.66776,1.21488,0.83774,0.7957,0.93299,0.71907,1.08394,0.82295,1.1063,0.0041585,0.0041585,0.0041585
36,35031.3,1.08042,0.66365,1.21142,0.83226,0.79305,0.93167,0.71559,1.09971,0.8474,1.11634,0.00413375,0.00413375,0.00413375
37,35993.2,1.07786,0.65947,1.21339,0.82586,0.79126,0.92854,0.71291,1.11123,0.87442,1.12557,0.004109,0.004109,0.004109
38,36954.8,1.0765,0.65942,1.21204,0.82415,0.79278,0.92861,0.71318,1.11356,0.87518,1.12684,0.00408425,0.00408425,0.00408425
39,37916.3,1.07656,0.65891,1.21502,0.81497,0.79058,0.92604,0.71002,1.12913,0.90917,1.13804,0.0040595,0.0040595,0.0040595
40,38878.5,1.07244,0.65345,1.2067,0.80852,0.78663,0.92261,0.70742,1.13885,0.93572,1.1454,0.00403475,0.00403475,0.00403475
41,39841.1,1.068,0.65136,1.20362,0.80833,0.77637,0.91945,0.7051,1.1458,0.96726,1.15076,0.00401,0.00401,0.00401
42,40803.4,1.06946,0.65248,1.20587,0.80685,0.77806,0.91903,0.70647,1.14492,0.97159,1.1511,0.00398525,0.00398525,0.00398525
