epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,415.94,1.23881,1.65511,1.26322,0.97696,0.98266,0.99375,0.81021,0.71925,0.4383,0.873,0.00333222,0.00333222,0.00333222
2,907.263,1.20403,0.91625,1.20633,0.98664,0.98301,0.99301,0.80944,0.72749,0.39649,0.88368,0.00662156,0.00662156,0.00662156
3,1560.26,1.25574,0.87658,1.24181,0.9877,0.98486,0.99431,0.80534,0.76392,0.39968,0.89242,0.0098669,0.0098669,0.0098669
4,2206.77,1.24336,0.83375,1.23808,0.98602,0.99199,0.99126,0.82816,0.69762,0.35258,0.86748,0.009802,0.009802,0.009802
5,2850.45,1.16932,0.73687,1.19437,0.98996,0.99245,0.99403,0.84343,0.66834,0.31511,0.86288,0.009736,0.009736,0.009736
6,3478.38,1.12628,0.68801,1.16967,0.98711,0.99306,0.99181,0.85275,0.63611,0.29825,0.85061,0.00967,0.00967,0.00967
7,4116.07,1.09299,0.65668,1.1509,0.98478,0.99576,0.99466,0.8605,0.6299,0.28322,0.8459,0.009604,0.009604,0.009604
8,4746.24,1.0637,0.63152,1.13482,0.99271,0.99028,0.99246,0.86834,0.6068,0.2692,0.8399,0.009538,0.009538,0.009538
9,5389.09,1.04607,0.61204,1.12679,0.98808,0.99761,0.99485,0.87239,0.59787,0.25428,0.83538,0.009472,0.009472,0.009472
10,6021.82,1.03099,0.59889,1.1172,0.99684,0.99276,0.9943,0.87526,0.59252,0.25074,0.83387,0.009406,0.009406,0.009406
11,6675.77,1.01778,0.5868,1.11091,0.98907,0.9955,0.99451,0.87933,0.58666,0.24671,0.83156,0.00934,0.00934,0.00934
12,7328.06,1.00735,0.57579,1.10684,0.98767,0.99793,0.99406,0.88088,0.57479,0.23941,0.8286,0.009274,0.009274,0.009274
13,7971.05,0.99587,0.56812,1.10125,0.99469,0.99001,0.99449,0.88335,0.56549,0.23596,0.82624,0.009208,0.009208,0.009208
14,8615.06,0.99078,0.56227,1.09728,0.99604,0.99118,0.99469,0.88418,0.56626,0.23362,0.82533,0.009142,0.009142,0.009142
15,9253.2,0.98026,0.55801,1.09353,0.99505,0.99113,0.99475,0.88632,0.56599,0.23026,0.82527,0.009076,0.009076,0.009076
16,9887.85,0.97353,0.54855,1.08895,0.99553,0.99198,0.99491,0.88873,0.56016,0.22612,0.82386,0.00901,0.00901,0.00901
17,10525.6,0.96809,0.54333,1.08587,0.99553,0.99126,0.99491,0.88934,0.5604,0.22527,0.82357,0.008944,0.008944,0.008944
18,11134.8,0.95731,0.53918,1.07962,0.99515,0.99189,0.99492,0.88828,0.55919,0.22313,0.82309,0.008878,0.008878,0.008878
19,11770.5,0.95329,0.53291,1.07798,0.99573,0.9911,0.99487,0.88934,0.55737,0.22251,0.82276,0.008812,0.008812,0.008812
20,12394.3,0.95078,0.52968,1.07677,0.99574,0.99121,0.99487,0.89008,0.55541,0.22072,0.82224,0.008746,0.008746,0.008746
