epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
27,8968.72,0.87463,0.46212,0.99529,0.99433,0.99061,0.99479,0.89489,0.53462,0.22911,0.83051,0.004852,0.004852,0.004852
28,9298.04,0.86547,0.45765,0.99234,0.99484,0.9901,0.99478,0.89582,0.53371,0.22881,0.83033,0.004654,0.004654,0.004654
29,9627.49,0.86295,0.45282,0.99235,0.99159,0.99379,0.99476,0.89503,0.53287,0.22787,0.83018,0.004456,0.004456,0.004456
30,9956.71,0.85902,0.45271,0.98919,0.99329,0.9929,0.99478,0.89544,0.53236,0.22669,0.82998,0.004258,0.004258,0.004258
31,10286,0.85245,0.44765,0.98573,0.99407,0.99164,0.99481,0.89551,0.53169,0.22573,0.82993,0.00406,0.00406,0.00406
32,10613.8,0.84813,0.44243,0.9848,0.99408,0.99282,0.99482,0.8958,0.53105,0.22431,0.82975,0.003862,0.003862,0.003862
33,10944.9,0.84108,0.43995,0.98296,0.99419,0.99358,0.99486,0.89464,0.5306,0.22421,0.82949,0.003664,0.003664,0.003664
34,11275.8,0.83525,0.43631,0.98082,0.99416,0.99365,0.99485,0.89434,0.52985,0.22363,0.8292,0.003466,0.003466,0.003466
35,11607,0.82764,0.4301,0.97739,0.99424,0.99338,0.99485,0.89455,0.52898,0.22293,0.82892,0.003268,0.003268,0.003268
36,11936.4,0.82673,0.43049,0.97837,0.99409,0.99394,0.99484,0.89466,0.52781,0.22197,0.82865,0.00307,0.00307,0.00307
37,12267,0.81845,0.42349,0.97666,0.99409,0.99381,0.99483,0.89557,0.52699,0.22161,0.82847,0.002872,0.002872,0.002872
38,12597.6,0.81108,0.41847,0.97496,0.99407,0.9937,0.9948,0.89638,0.52575,0.22143,0.82824,0.002674,0.002674,0.002674
39,12927.6,0.8075,0.41531,0.97316,0.99425,0.99407,0.99482,0.89624,0.52463,0.2208,0.82804,0.002476,0.002476,0.002476
40,13258.2,0.8008,0.41226,0.97007,0.99348,0.99407,0.99484,0.89637,0.52391,0.22057,0.82786,0.002278,0.002278,0.002278
41,13596.3,0.66913,0.28843,0.89036,0.99348,0.99416,0.99484,0.89754,0.52304,0.22022,0.82777,0.00208,0.00208,0.00208
42,13926,0.65608,0.28145,0.88534,0.99445,0.99259,0.99486,0.898,0.52212,0.21953,0.82758,0.001882,0.001882,0.001882
43,14256.3,0.64623,0.27618,0.8826,0.99438,0.99265,0.99488,0.89812,0.52091,0.2187,0.82745,0.001684,0.001684,0.001684
44,14584.3,0.63598,0.26964,0.87755,0.99425,0.99443,0.99489,0.89944,0.51988,0.21802,0.82713,0.001486,0.001486,0.001486
45,14912.1,0.62567,0.26447,0.87481,0.99425,0.99469,0.99489,0.90049,0.51846,0.21708,0.8267,0.001288,0.001288,0.001288
46,15242.6,0.61823,0.25898,0.87261,0.99391,0.99472,0.99487,0.9005,0.51749,0.21648,0.82651,0.00109,0.00109,0.00109
47,15571.7,0.61005,0.25326,0.86958,0.99295,0.99472,0.99488,0.90077,0.51632,0.21506,0.82626,0.000892,0.000892,0.000892
48,15899.2,0.6017,0.24661,0.86509,0.99396,0.99478,0.99491,0.90038,0.51518,0.21433,0.82585,0.000694,0.000694,0.000694
49,16227.8,0.59135,0.24036,0.86317,0.99381,0.99472,0.99491,0.90174,0.51424,0.21343,0.82558,0.000496,0.000496,0.000496
50,16557.4,0.58322,0.23518,0.86056,0.99368,0.99476,0.99491,0.90193,0.51321,0.21235,0.82538,0.000298,0.000298,0.000298
