epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,9192.06,1.12062,0.68519,1.17037,0.91142,0.82937,0.93059,0.75136,0.81612,0.63544,0.95842,0.008812,0.008812,0.008812
20,9672.53,1.11643,0.67473,1.16663,0.90845,0.81956,0.92952,0.75085,0.813,0.63701,0.95722,0.008746,0.008746,0.008746
21,10153.1,1.11056,0.67227,1.16128,0.90735,0.8183,0.9296,0.75149,0.81374,0.63876,0.95715,0.00868,0.00868,0.00868
22,10633.3,1.10709,0.66715,1.16079,0.90663,0.81958,0.92982,0.75239,0.81163,0.63771,0.95593,0.008614,0.008614,0.008614
23,11113.2,1.10727,0.66032,1.15664,0.91245,0.82036,0.92999,0.75308,0.80727,0.63554,0.95401,0.008548,0.008548,0.008548
24,11594.5,1.10319,0.66123,1.15535,0.90806,0.81797,0.93009,0.7533,0.80512,0.63066,0.95258,0.008482,0.008482,0.008482
25,12074.5,1.09803,0.65348,1.15079,0.90945,0.81611,0.93046,0.75381,0.80533,0.62932,0.9519,0.008416,0.008416,0.008416
26,12554.2,1.09665,0.64932,1.14944,0.91124,0.8176,0.9303,0.75395,0.80515,0.62913,0.95207,0.00835,0.00835,0.00835
27,13035.4,1.09008,0.64627,1.14838,0.90439,0.8221,0.9298,0.75339,0.80835,0.62947,0.95344,0.008284,0.008284,0.008284
28,13515.8,1.08988,0.64187,1.14469,0.89885,0.82102,0.92859,0.75183,0.81239,0.63238,0.95399,0.008218,0.008218,0.008218
29,13996.5,1.08726,0.64362,1.14629,0.88262,0.83498,0.92777,0.75069,0.81483,0.63234,0.95479,0.008152,0.008152,0.008152
30,14477.5,1.08556,0.63918,1.14402,0.8723,0.84038,0.92777,0.75064,0.81723,0.63014,0.95537,0.008086,0.008086,0.008086
31,14958.1,1.08352,0.63984,1.14422,0.86434,0.84807,0.92592,0.75001,0.81982,0.63209,0.95576,0.00802,0.00802,0.00802
32,15439,1.08053,0.63427,1.14159,0.85895,0.84971,0.92451,0.74915,0.82241,0.6359,0.95679,0.007954,0.007954,0.007954
33,15919.2,1.08053,0.63046,1.13872,0.85711,0.84783,0.92363,0.7482,0.82485,0.63721,0.95739,0.007888,0.007888,0.007888
34,16399,1.07943,0.6294,1.13837,0.8545,0.84963,0.92361,0.74786,0.8277,0.63503,0.9581,0.007822,0.007822,0.007822
35,16881.5,1.07624,0.6273,1.13622,0.85365,0.85143,0.92407,0.74809,0.82803,0.62943,0.95812,0.007756,0.007756,0.007756
36,17362.4,1.07513,0.62639,1.13511,0.85139,0.85105,0.92371,0.74748,0.82847,0.62761,0.95832,0.00769,0.00769,0.00769
37,17842.8,1.07052,0.62639,1.13501,0.85118,0.84803,0.92154,0.74627,0.82996,0.63002,0.95901,0.007624,0.007624,0.007624
38,18324.2,1.07038,0.62127,1.13164,0.85353,0.84059,0.92113,0.74635,0.8275,0.63103,0.95779,0.007558,0.007558,0.007558
39,18803.4,1.06827,0.62083,1.13148,0.85565,0.8435,0.92134,0.74659,0.82588,0.63023,0.95698,0.007492,0.007492,0.007492
40,19284.6,1.06674,0.61734,1.13005,0.86541,0.83579,0.92066,0.74583,0.8268,0.63049,0.95742,0.007426,0.007426,0.007426
41,19765.7,1.06207,0.61641,1.12725,0.86881,0.83953,0.92178,0.74704,0.82622,0.63042,0.9577,0.00736,0.00736,0.00736
42,20247.4,1.0623,0.61028,1.12746,0.86875,0.84242,0.92232,0.74627,0.83201,0.6272,0.95981,0.007294,0.007294,0.007294
43,20729.5,1.06081,0.61356,1.12895,0.87634,0.83512,0.92208,0.74688,0.83208,0.61995,0.95979,0.007228,0.007228,0.007228
44,21210.7,1.05925,0.60924,1.12463,0.86861,0.84078,0.92168,0.74702,0.83388,0.61674,0.96067,0.007162,0.007162,0.007162
45,21692.3,1.05859,0.60632,1.12618,0.8691,0.83755,0.9215,0.74623,0.83632,0.61416,0.96169,0.007096,0.007096,0.007096
46,22172.3,1.05597,0.60429,1.12552,0.86734,0.83253,0.92102,0.74531,0.83852,0.61356,0.96226,0.00703,0.00703,0.00703
47,22652.1,1.05415,0.60274,1.12296,0.87251,0.83045,0.9217,0.7459,0.83936,0.60903,0.96262,0.006964,0.006964,0.006964
48,23132.7,1.05144,0.60169,1.12108,0.87295,0.82425,0.92051,0.74545,0.84073,0.60833,0.9634,0.006898,0.006898,0.006898
49,23613.2,1.05154,0.60322,1.12223,0.8752,0.823,0.92104,0.74559,0.84248,0.60637,0.96377,0.006832,0.006832,0.006832
50,24094.6,1.05053,0.60206,1.12314,0.88546,0.81397,0.91993,0.74482,0.8456,0.60885,0.96439,0.006766,0.006766,0.006766
51,24575.3,1.04941,0.59931,1.1213,0.89479,0.80808,0.92078,0.7449,0.84497,0.60793,0.96377,0.0067,0.0067,0.0067
52,25057.2,1.04476,0.59491,1.11961,0.89766,0.8013,0.91986,0.74451,0.84458,0.60977,0.96347,0.006634,0.006634,0.006634
53,25538.5,1.04566,0.5978,1.1182,0.91217,0.79305,0.91978,0.74389,0.84549,0.60987,0.9637,0.006568,0.006568,0.006568
54,26018.8,1.03953,0.59292,1.11564,0.9076,0.79305,0.91863,0.7437,0.84776,0.61131,0.96483,0.006502,0.006502,0.006502
55,26499.8,1.04279,0.59338,1.11831,0.9103,0.78982,0.91751,0.74297,0.84796,0.61267,0.96558,0.006436,0.006436,0.006436
56,26982.4,1.04014,0.58751,1.11512,0.9104,0.79037,0.9181,0.74389,0.84625,0.61071,0.96533,0.00637,0.00637,0.00637
57,27463.7,1.03573,0.58566,1.1132,0.91289,0.79125,0.91816,0.74381,0.84459,0.61039,0.9651,0.006304,0.006304,0.006304
58,27945.4,1.0371,0.58522,1.11356,0.91231,0.79401,0.91848,0.74402,0.84478,0.60997,0.96529,0.006238,0.006238,0.006238
59,28426.6,1.03329,0.58447,1.11106,0.91593,0.79559,0.91824,0.74344,0.84633,0.61002,0.96498,0.006172,0.006172,0.006172
60,28908.2,1.03459,0.58343,1.11084,0.91292,0.79457,0.91723,0.74294,0.84691,0.61176,0.96471,0.006106,0.006106,0.006106
61,29389.3,1.03202,0.58232,1.11297,0.91191,0.79423,0.91629,0.74164,0.85163,0.61572,0.96702,0.00604,0.00604,0.00604
62,29870.8,1.02958,0.57729,1.10768,0.9152,0.79467,0.91688,0.74231,0.85352,0.61509,0.96767,0.005974,0.005974,0.005974
63,30350.3,1.02771,0.57619,1.10753,0.92492,0.79043,0.91716,0.74174,0.8544,0.61628,0.96829,0.005908,0.005908,0.005908
64,30831.5,1.02736,0.57608,1.11036,0.92631,0.79229,0.91787,0.74155,0.85538,0.61325,0.96905,0.005842,0.005842,0.005842
65,31312.2,1.02576,0.57594,1.1086,0.93421,0.79143,0.91793,0.74183,0.8574,0.61186,0.96981,0.005776,0.005776,0.005776
66,31792.8,1.02126,0.57582,1.10627,0.93557,0.79875,0.91754,0.74095,0.85968,0.61078,0.97047,0.00571,0.00571,0.00571
67,32272.6,1.02012,0.57078,1.10494,0.93725,0.79703,0.9162,0.74072,0.86059,0.61377,0.97074,0.005644,0.005644,0.005644
68,32753.8,1.02185,0.57293,1.10724,0.93972,0.79629,0.91552,0.73972,0.86064,0.6135,0.97139,0.005578,0.005578,0.005578
69,33234.9,1.02176,0.57391,1.10672,0.93173,0.79837,0.91407,0.73892,0.85788,0.61485,0.97151,0.005512,0.005512,0.005512
70,33715.3,1.01755,0.56726,1.10298,0.92301,0.80277,0.91485,0.74001,0.85385,0.61206,0.96936,0.005446,0.005446,0.005446
71,34195.4,1.01462,0.56634,1.10304,0.93319,0.79187,0.91257,0.73931,0.85057,0.61974,0.96802,0.00538,0.00538,0.00538
72,34675.3,1.01428,0.5643,1.10061,0.92842,0.79343,0.91309,0.73912,0.84957,0.6179,0.96719,0.005314,0.005314,0.005314
73,35156.2,1.01308,0.56417,1.10155,0.93894,0.78989,0.91319,0.73943,0.85064,0.61742,0.96739,0.005248,0.005248,0.005248
74,35636.4,1.01095,0.56179,1.10196,0.94256,0.78604,0.91248,0.73906,0.85444,0.6195,0.96871,0.005182,0.005182,0.005182
75,36116.2,1.01015,0.56017,1.09918,0.93942,0.78639,0.91217,0.73876,0.85621,0.61929,0.9697,0.005116,0.005116,0.005116
76,36597.7,1.00731,0.56085,1.09889,0.93273,0.78905,0.91314,0.73958,0.85336,0.61513,0.96863,0.00505,0.00505,0.00505
77,37077.9,1.00781,0.55539,1.0975,0.93414,0.78636,0.91208,0.73949,0.85102,0.61493,0.96839,0.004984,0.004984,0.004984
78,37557.9,1.00616,0.55446,1.0959,0.93345,0.78714,0.91102,0.73908,0.85172,0.61541,0.96925,0.004918,0.004918,0.004918
79,38038.4,1.00424,0.55662,1.09564,0.93735,0.77899,0.91025,0.73822,0.85388,0.61398,0.97047,0.004852,0.004852,0.004852
80,38517.2,0.99906,0.55252,1.09482,0.93464,0.77419,0.90835,0.73749,0.85586,0.61541,0.97113,0.004786,0.004786,0.004786
81,38997.6,0.99945,0.55122,1.09534,0.93627,0.77462,0.9087,0.73746,0.85704,0.61358,0.97148,0.00472,0.00472,0.00472
82,39478,0.99904,0.54904,1.09491,0.93953,0.77403,0.90974,0.73695,0.86024,0.61217,0.97171,0.004654,0.004654,0.004654
83,39956.5,0.9967,0.54424,1.09175,0.93522,0.78047,0.91159,0.73793,0.8615,0.60724,0.97138,0.004588,0.004588,0.004588
84,40436.2,0.99167,0.54595,1.08947,0.91805,0.78877,0.91131,0.73807,0.86083,0.60539,0.97018,0.004522,0.004522,0.004522
85,40915.3,0.99282,0.54716,1.09267,0.9167,0.79188,0.91073,0.73819,0.8586,0.60525,0.96892,0.004456,0.004456,0.004456
86,41395.9,0.99059,0.54479,1.09037,0.91191,0.79762,0.91209,0.73899,0.85821,0.60086,0.96799,0.00439,0.00439,0.00439
87,41876.1,0.98867,0.54224,1.08866,0.9114,0.8012,0.9133,0.73982,0.85868,0.59565,0.96805,0.004324,0.004324,0.004324
88,42356.4,0.98812,0.54247,1.08878,0.91196,0.80327,0.91494,0.74081,0.85761,0.59135,0.96697,0.004258,0.004258,0.004258
89,42835.5,0.98641,0.54036,1.08803,0.90595,0.80427,0.91263,0.73921,0.85934,0.59755,0.96786,0.004192,0.004192,0.004192
90,43313.4,0.98551,0.53895,1.08822,0.90806,0.80396,0.91176,0.73773,0.86268,0.60121,0.96974,0.004126,0.004126,0.004126
91,43792.2,0.98239,0.53542,1.08632,0.90458,0.80388,0.91097,0.73689,0.86312,0.60186,0.9697,0.00406,0.00406,0.00406
92,44271.9,0.9786,0.53192,1.08416,0.90352,0.80176,0.91037,0.73714,0.86343,0.60351,0.96971,0.003994,0.003994,0.003994
93,44751.4,0.98046,0.5378,1.0874,0.90059,0.80386,0.90987,0.73663,0.86378,0.6044,0.96909,0.003928,0.003928,0.003928
94,45231.1,0.97606,0.53079,1.08293,0.90276,0.79928,0.90947,0.73622,0.86388,0.60468,0.96896,0.003862,0.003862,0.003862
95,45708,0.97425,0.53083,1.0825,0.9025,0.79691,0.9071,0.73486,0.8627,0.61007,0.96863,0.003796,0.003796,0.003796
96,46185,0.97572,0.52939,1.08319,0.90315,0.79889,0.90814,0.73503,0.86178,0.60935,0.96751,0.00373,0.00373,0.00373
97,46663.8,0.97343,0.5252,1.08046,0.90157,0.80232,0.90768,0.73518,0.85903,0.60967,0.96649,0.003664,0.003664,0.003664
98,47142.4,0.97137,0.52496,1.08209,0.90532,0.79841,0.90717,0.73527,0.8601,0.61352,0.96699,0.003598,0.003598,0.003598
99,47623.6,0.96557,0.52326,1.07713,0.9023,0.79955,0.90731,0.7352,0.85792,0.61364,0.96599,0.003532,0.003532,0.003532
100,48104.2,0.96447,0.52156,1.07692,0.90246,0.7998,0.90717,0.7352,0.85732,0.61284,0.96628,0.003466,0.003466,0.003466
101,48583.6,0.96231,0.51767,1.07694,0.90984,0.79672,0.90603,0.73507,0.8582,0.61592,0.96686,0.0034,0.0034,0.0034
102,49063,0.95987,0.51651,1.07622,0.9025,0.79625,0.90425,0.73303,0.86064,0.622,0.96793,0.003334,0.003334,0.003334
103,49541.8,0.95924,0.51574,1.0763,0.90408,0.78915,0.90252,0.73238,0.86016,0.62689,0.96874,0.003268,0.003268,0.003268
104,50021.9,0.95605,0.51351,1.07481,0.90728,0.7842,0.90098,0.73156,0.8618,0.63139,0.96971,0.003202,0.003202,0.003202
105,50499.9,0.95674,0.51587,1.07522,0.90892,0.78052,0.89946,0.73107,0.86273,0.63643,0.97036,0.003136,0.003136,0.003136
106,50978.6,0.95317,0.51006,1.07228,0.90727,0.78345,0.89998,0.73086,0.86456,0.6406,0.97133,0.00307,0.00307,0.00307
107,51457.7,0.95262,0.51084,1.07342,0.91075,0.77867,0.89874,0.72984,0.8665,0.6435,0.97298,0.003004,0.003004,0.003004
108,51936.6,0.95055,0.50717,1.07058,0.91182,0.77282,0.89638,0.72848,0.86455,0.64743,0.97262,0.002938,0.002938,0.002938
109,52416.1,0.94564,0.50328,1.06921,0.91296,0.77167,0.89559,0.72814,0.86371,0.64667,0.97292,0.002872,0.002872,0.002872
110,52894.5,0.94564,0.50259,1.06929,0.91355,0.77127,0.89521,0.72755,0.86503,0.64688,0.97417,0.002806,0.002806,0.002806
111,53373.2,0.94217,0.5013,1.06631,0.91136,0.7719,0.89506,0.72795,0.86255,0.64496,0.97398,0.00274,0.00274,0.00274
112,53851.4,0.94055,0.4993,1.06784,0.91083,0.77741,0.8961,0.7283,0.86531,0.64234,0.9752,0.002674,0.002674,0.002674
113,54329.5,0.94078,0.50109,1.06652,0.91244,0.77952,0.8968,0.72887,0.8666,0.64087,0.97557,0.002608,0.002608,0.002608
114,54806.8,0.9343,0.49596,1.06349,0.90692,0.77946,0.89609,0.72852,0.86858,0.64334,0.97678,0.002542,0.002542,0.002542
115,55283.2,0.93115,0.49627,1.06281,0.90786,0.78049,0.89532,0.72803,0.87131,0.64558,0.97818,0.002476,0.002476,0.002476
116,55761.5,0.92996,0.49005,1.06319,0.91003,0.77174,0.89336,0.72712,0.87329,0.65241,0.9795,0.00241,0.00241,0.00241
117,56240.1,0.92848,0.48827,1.06161,0.91141,0.76651,0.89137,0.72561,0.87571,0.65846,0.98097,0.002344,0.002344,0.002344
118,56718.3,0.92436,0.48636,1.06044,0.90829,0.76216,0.88847,0.7229,0.87822,0.66481,0.98319,0.002278,0.002278,0.002278
119,57196,0.92473,0.488,1.06141,0.90823,0.76196,0.88864,0.72231,0.88058,0.66614,0.98461,0.002212,0.002212,0.002212
120,57673.5,0.91966,0.48351,1.05805,0.91354,0.76363,0.88927,0.72243,0.88344,0.66473,0.98554,0.002146,0.002146,0.002146
121,58151.3,0.91775,0.48216,1.05823,0.91319,0.76231,0.88781,0.72173,0.88469,0.6671,0.98573,0.00208,0.00208,0.00208
122,58630.4,0.91439,0.47839,1.05628,0.91348,0.76183,0.88773,0.72173,0.88418,0.66636,0.98536,0.002014,0.002014,0.002014
123,59109,0.9138,0.4782,1.05579,0.91647,0.76167,0.88776,0.72128,0.88391,0.66414,0.98493,0.001948,0.001948,0.001948
124,59587.2,0.90834,0.47265,1.05295,0.91091,0.76554,0.88908,0.72254,0.88378,0.66045,0.98454,0.001882,0.001882,0.001882
125,60067,0.90806,0.47383,1.05162,0.91442,0.76469,0.89075,0.7242,0.88328,0.65464,0.98391,0.001816,0.001816,0.001816
126,60546.2,0.90513,0.47146,1.05082,0.91889,0.76594,0.89221,0.72423,0.88458,0.64977,0.9835,0.00175,0.00175,0.00175
